,h,T,M,lambda,s
2484,26803,-23000000,1460000,0.000255,-0.000134831
2485,27122,-23000000,1460000,0.000255,-0.000134831
2486,27441,-23000000,1460000,0.000255,-0.000134831
2487,27760,-23000000,1460000,0.000255,-0.000134831
2488,28079,-23000000,1460000,0.0002549,-0.000134931
2489,28398,-23000000,1460000,0.0002549,-0.000134931
2490,28717,-23000000,1460000,0.0002549,-0.000134931
2491,29036,-23000000,1460000,0.0002549,-0.000134931
2492,29355,-23000000,1460000,0.0002549,-0.000134931
2493,29674,-23000000,1460000,0.0002549,-0.000134931
2494,29994,-23000000,1460000,0.0002549,-0.000134931
2495,30313,-23000000,1460000,0.0002549,-0.000134931
2496,30632,-23000000,1460000,0.0002549,-0.000134931
2497,30951,-23000000,1460000,0.0002549,-0.000134931
2498,31270,-23000000,1460000,0.0002549,-0.000134931
2499,31589,-23000000,1460000,0.0002549,-0.000134931
2500,0,-24000000,1456.3,1.00E-07,-0.00040668
2501,319.08,-24000000,11650,1.00E-07,-0.00040668
2502,638.16,-24000000,21990,1.00E-07,-0.00040668
2503,957.24,-24000000,32329,2.00E-07,-0.00040658
2504,1276.3,-24000000,43106,6.00E-07,-0.00040618
2505,1595.4,-24000000,54901,9.00E-07,-0.00040588
2506,1914.5,-24000000,68590,1.50E-06,-0.00040528
2507,2233.6,-24000000,87667,3.50E-06,-0.00040328
2508,2552.6,-24000000,119000,7.70E-06,-0.00039908
2509,2871.7,-24000000,175000,1.65E-05,-0.00039028
2510,3190.8,-24000000,283000,3.51E-05,-0.00037168
2511,3509.9,-24000000,473000,6.95E-05,-0.00033728
2512,3829,-24000000,740000,0.0001191,-0.00028768
2513,4148,-24000000,1020000,0.0001711,-0.00023568
2514,4467.1,-24000000,1230000,0.0002104,-0.00019638
2515,4786.2,-24000000,1350000,0.0002336,-0.00017318
2516,5105.3,-24000000,1410000,0.000245,-0.00016178
2517,5424.4,-24000000,1430000,0.0002504,-0.00015638
2518,5743.4,-24000000,1450000,0.0002529,-0.00015388
2519,6062.5,-24000000,1450000,0.0002539,-0.00015288
2520,6381.6,-24000000,1450000,0.0002544,-0.00015238
2521,6700.7,-24000000,1450000,0.0002547,-0.00015208
2522,7019.8,-24000000,1460000,0.0002548,-0.00015198
2523,7338.8,-24000000,1460000,0.0002548,-0.00015198
2524,7657.9,-24000000,1460000,0.0002548,-0.00015198
2525,7977,-24000000,1460000,0.0002548,-0.00015198
2526,8296.1,-24000000,1460000,0.0002549,-0.00015188
2527,8615.2,-24000000,1460000,0.0002548,-0.00015198
2528,8934.2,-24000000,1460000,0.0002548,-0.00015198
2529,9253.3,-24000000,1460000,0.0002549,-0.00015188
2530,9572.4,-24000000,1460000,0.0002549,-0.00015188
2531,9891.5,-24000000,1460000,0.0002549,-0.00015188
2532,10211,-24000000,1460000,0.0002548,-0.00015198
2533,10530,-24000000,1460000,0.0002548,-0.00015198
2534,10849,-24000000,1460000,0.0002549,-0.00015188
2535,11168,-24000000,1460000,0.0002549,-0.00015188
2536,11487,-24000000,1460000,0.0002549,-0.00015188
2537,11806,-24000000,1460000,0.0002549,-0.00015188
2538,12125,-24000000,1460000,0.0002549,-0.00015188
2539,12444,-24000000,1460000,0.0002548,-0.00015198
2540,12763,-24000000,1460000,0.0002549,-0.00015188
2541,13082,-24000000,1460000,0.0002549,-0.00015188
2542,13401,-24000000,1460000,0.0002549,-0.00015188
2543,13720,-24000000,1460000,0.0002549,-0.00015188
2544,14040,-24000000,1460000,0.0002549,-0.00015188
2545,14359,-24000000,1460000,0.0002549,-0.00015188
2546,14678,-24000000,1460000,0.0002549,-0.00015188
2547,14997,-24000000,1460000,0.0002549,-0.00015188
2548,15316,-24000000,1460000,0.0002549,-0.00015188
2549,15635,-24000000,1460000,0.0002549,-0.00015188
2550,15954,-24000000,1460000,0.0002549,-0.00015188
2551,16273,-24000000,1460000,0.0002549,-0.00015188
2552,16592,-24000000,1460000,0.0002549,-0.00015188
2553,16911,-24000000,1460000,0.0002549,-0.00015188
2554,17230,-24000000,1460000,0.0002549,-0.00015188
2555,17549,-24000000,1460000,0.0002549,-0.00015188
2556,17868,-24000000,1460000,0.0002549,-0.00015188
2557,18188,-24000000,1460000,0.0002549,-0.00015188
2558,18507,-24000000,1460000,0.0002549,-0.00015188
2559,18826,-24000000,1460000,0.0002549,-0.00015188
2560,19145,-24000000,1460000,0.0002549,-0.00015188
2561,19464,-24000000,1460000,0.0002549,-0.00015188
2562,19783,-24000000,1460000,0.0002549,-0.00015188
2563,20102,-24000000,1460000,0.0002549,-0.00015188
2564,20421,-24000000,1460000,0.0002549,-0.00015188
2565,20740,-24000000,1460000,0.0002549,-0.00015188
2566,21059,-24000000,1460000,0.0002549,-0.00015188
2567,21378,-24000000,1460000,0.000255,-0.00015178
2568,21697,-24000000,1460000,0.000255,-0.00015178
2569,22017,-24000000,1460000,0.000255,-0.00015178
2570,22336,-24000000,1460000,0.000255,-0.00015178
2571,22655,-24000000,1460000,0.000255,-0.00015178
2572,22974,-24000000,1460000,0.000255,-0.00015178
2573,23293,-24000000,1460000,0.000255,-0.00015178
2574,23612,-24000000,1460000,0.000255,-0.00015178
2575,23931,-24000000,1460000,0.000255,-0.00015178
2576,24250,-24000000,1460000,0.000255,-0.00015178
2577,24569,-24000000,1460000,0.000255,-0.00015178
2578,24888,-24000000,1460000,0.000255,-0.00015178
2579,25207,-24000000,1460000,0.000255,-0.00015178
2580,25526,-24000000,1460000,0.000255,-0.00015178
2581,25845,-24000000,1460000,0.000255,-0.00015178
2582,26165,-24000000,1460000,0.000255,-0.00015178
2583,26484,-24000000,1460000,0.000255,-0.00015178
2584,26803,-24000000,1460000,0.000255,-0.00015178
2585,27122,-24000000,1460000,0.000255,-0.00015178
2586,27441,-24000000,1460000,0.000255,-0.00015178
2587,27760,-24000000,1460000,0.000255,-0.00015178
2588,28079,-24000000,1460000,0.000255,-0.00015178
2589,28398,-24000000,1460000,0.000255,-0.00015178
2590,28717,-24000000,1460000,0.0002549,-0.00015188
2591,29036,-24000000,1460000,0.0002549,-0.00015188
2592,29355,-24000000,1460000,0.0002549,-0.00015188
2593,29674,-24000000,1460000,0.0002549,-0.00015188
2594,29994,-24000000,1460000,0.0002549,-0.00015188
2595,30313,-24000000,1460000,0.0002549,-0.00015188
2596,30632,-24000000,1460000,0.0002549,-0.00015188
2597,30951,-24000000,1460000,0.0002549,-0.00015188
2598,31270,-24000000,1460000,0.0002549,-0.00015188
2599,31589,-24000000,1460000,0.0002549,-0.00015188
2600,0,-25000000,1456.3,1.00E-07,-0.000423629
2601,319.08,-25000000,11650,1.00E-07,-0.000423629
2602,638.16,-25000000,21990,1.00E-07,-0.000423629
2603,957.24,-25000000,32184,2.00E-07,-0.000423529
2604,1276.3,-25000000,42814,5.00E-07,-0.000423229
2605,1595.4,-25000000,53591,7.00E-07,-0.000423029
2606,1914.5,-25000000,66406,1.20E-06,-0.000422529
2607,2233.6,-25000000,82570,2.60E-06,-0.000421129
2608,2552.6,-25000000,107000,5.50E-06,-0.000418229
2609,2871.7,-25000000,150000,1.18E-05,-0.000411929
2610,3190.8,-25000000,230000,2.55E-05,-0.000398229
2611,3509.9,-25000000,380000,5.20E-05,-0.000371729
2612,3829,-25000000,615000,9.53E-05,-0.000328429
2613,4148,-25000000,898000,0.0001484,-0.000275329
2614,4467.1,-25000000,1140000,0.0001947,-0.000229029
2615,4786.2,-25000000,1300000,0.0002247,-0.000199029
2616,5105.3,-25000000,1380000,0.000241,-0.000182729
2617,5424.4,-25000000,1420000,0.0002484,-0.000175329
2618,5743.4,-25000000,1440000,0.000252,-0.000171729
2619,6062.5,-25000000,1450000,0.0002536,-0.000170129
2620,6381.6,-25000000,1450000,0.0002542,-0.000169529
2621,6700.7,-25000000,1450000,0.0002546,-0.000169129
2622,7019.8,-25000000,1460000,0.0002547,-0.000169029
2623,7338.8,-25000000,1460000,0.0002548,-0.000168929
2624,7657.9,-25000000,1460000,0.0002548,-0.000168929
2625,7977,-25000000,1460000,0.0002548,-0.000168929
2626,8296.1,-25000000,1460000,0.0002549,-0.000168829
2627,8615.2,-25000000,1460000,0.0002549,-0.000168829
2628,8934.2,-25000000,1460000,0.0002548,-0.000168929
2629,9253.3,-25000000,1460000,0.0002548,-0.000168929
2630,9572.4,-25000000,1460000,0.0002549,-0.000168829
2631,9891.5,-25000000,1460000,0.0002549,-0.000168829
2632,10211,-25000000,1460000,0.0002549,-0.000168829
2633,10530,-25000000,1460000,0.0002548,-0.000168929
2634,10849,-25000000,1460000,0.0002548,-0.000168929
2635,11168,-25000000,1460000,0.0002549,-0.000168829
2636,11487,-25000000,1460000,0.0002549,-0.000168829
2637,11806,-25000000,1460000,0.0002549,-0.000168829
2638,12125,-25000000,1460000,0.0002549,-0.000168829
2639,12444,-25000000,1460000,0.0002549,-0.000168829
2640,12763,-25000000,1460000,0.0002548,-0.000168929
2641,13082,-25000000,1460000,0.0002549,-0.000168829
2642,13401,-25000000,1460000,0.0002549,-0.000168829
2643,13720,-25000000,1460000,0.0002549,-0.000168829
2644,14040,-25000000,1460000,0.0002549,-0.000168829
2645,14359,-25000000,1460000,0.0002549,-0.000168829
2646,14678,-25000000,1460000,0.0002549,-0.000168829
2647,14997,-25000000,1460000,0.0002549,-0.000168829
2648,15316,-25000000,1460000,0.0002549,-0.000168829
2649,15635,-25000000,1460000,0.0002549,-0.000168829
2650,15954,-25000000,1460000,0.0002549,-0.000168829
2651,16273,-25000000,1460000,0.0002549,-0.000168829
2652,16592,-25000000,1460000,0.0002549,-0.000168829
2653,16911,-25000000,1460000,0.0002549,-0.000168829
2654,17230,-25000000,1460000,0.0002549,-0.000168829
2655,17549,-25000000,1460000,0.0002549,-0.000168829
2656,17868,-25000000,1460000,0.0002549,-0.000168829
2657,18188,-25000000,1460000,0.0002549,-0.000168829
2658,18507,-25000000,1460000,0.0002549,-0.000168829
2659,18826,-25000000,1460000,0.0002549,-0.000168829
2660,19145,-25000000,1460000,0.0002549,-0.000168829
2661,19464,-25000000,1460000,0.0002549,-0.000168829
2662,19783,-25000000,1460000,0.0002549,-0.000168829
2663,20102,-25000000,1460000,0.0002549,-0.000168829
2664,20421,-25000000,1460000,0.0002549,-0.000168829
2665,20740,-25000000,1460000,0.0002549,-0.000168829
2666,21059,-25000000,1460000,0.0002549,-0.000168829
2667,21378,-25000000,1460000,0.0002549,-0.000168829
2668,21697,-25000000,1460000,0.000255,-0.000168729
2669,22017,-25000000,1460000,0.000255,-0.000168729
2670,22336,-25000000,1460000,0.000255,-0.000168729
2671,22655,-25000000,1460000,0.000255,-0.000168729
2672,22974,-25000000,1460000,0.000255,-0.000168729
2673,23293,-25000000,1460000,0.000255,-0.000168729
2674,23612,-25000000,1460000,0.000255,-0.000168729
2675,23931,-25000000,1460000,0.000255,-0.000168729
2676,24250,-25000000,1460000,0.000255,-0.000168729
2677,24569,-25000000,1460000,0.000255,-0.000168729
2678,24888,-25000000,1460000,0.000255,-0.000168729
2679,25207,-25000000,1460000,0.000255,-0.000168729
2680,25526,-25000000,1460000,0.000255,-0.000168729
2681,25845,-25000000,1460000,0.000255,-0.000168729
2682,26165,-25000000,1460000,0.000255,-0.000168729
2683,26484,-25000000,1460000,0.000255,-0.000168729
2684,26803,-25000000,1460000,0.000255,-0.000168729
2685,27122,-25000000,1460000,0.000255,-0.000168729
2686,27441,-25000000,1460000,0.000255,-0.000168729
2687,27760,-25000000,1460000,0.000255,-0.000168729
2688,28079,-25000000,1460000,0.000255,-0.000168729
2689,28398,-25000000,1460000,0.0002549,-0.000168829
2690,28717,-25000000,1460000,0.0002549,-0.000168829
2691,29036,-25000000,1460000,0.0002549,-0.000168829
2692,29355,-25000000,1460000,0.0002549,-0.000168829
2693,29674,-25000000,1460000,0.0002549,-0.000168829
2694,29994,-25000000,1460000,0.0002549,-0.000168829
2695,30313,-25000000,1460000,0.0002549,-0.000168829
2696,30632,-25000000,1460000,0.0002549,-0.000168829
2697,30951,-25000000,1460000,0.0002549,-0.000168829
2698,31270,-25000000,1460000,0.0002549,-0.000168829
2699,31589,-25000000,1460000,0.0002549,-0.000168829
2700,0,-25900000,1456.3,1.00E-07,-0.000438883
2701,319.08,-25900000,11650,1.00E-07,-0.000438883
2702,638.16,-25900000,21553,1.00E-07,-0.000438883
2703,957.24,-25900000,31747,1.00E-07,-0.000438883
2704,1276.3,-25900000,42086,5.00E-07,-0.000438483
2705,1595.4,-25900000,52571,6.00E-07,-0.000438383
2706,1914.5,-25900000,64513,9.00E-07,-0.000438083
2707,2233.6,-25900000,78784,2.00E-06,-0.000436983
2708,2552.6,-25900000,98444,3.80E-06,-0.000435183
2709,2871.7,-25900000,131000,8.40E-06,-0.000430583
2710,3190.8,-25900000,192000,1.82E-05,-0.000420783
2711,3509.9,-25900000,305000,3.80E-05,-0.000400983
2712,3829,-25900000,501000,7.38E-05,-0.000365183
2713,4148,-25900000,770000,0.0001238,-0.000315183
2714,4467.1,-25900000,1040000,0.0001751,-0.000263883
2715,4786.2,-25900000,1240000,0.0002128,-0.000226183
2716,5105.3,-25900000,1350000,0.0002348,-0.000204183
2717,5424.4,-25900000,1410000,0.0002455,-0.000193483
2718,5743.4,-25900000,1430000,0.0002506,-0.000188383
2719,6062.5,-25900000,1450000,0.0002529,-0.000186083
2720,6381.6,-25900000,1450000,0.000254,-0.000184983
2721,6700.7,-25900000,1450000,0.0002544,-0.000184583
2722,7019.8,-25900000,1450000,0.0002546,-0.000184383
2723,7338.8,-25900000,1460000,0.0002548,-0.000184183
2724,7657.9,-25900000,1460000,0.0002548,-0.000184183
2725,7977,-25900000,1460000,0.0002548,-0.000184183
2726,8296.1,-25900000,1460000,0.0002548,-0.000184183
2727,8615.2,-25900000,1460000,0.0002549,-0.000184083
2728,8934.2,-25900000,1460000,0.0002549,-0.000184083
2729,9253.3,-25900000,1460000,0.0002548,-0.000184183
2730,9572.4,-25900000,1460000,0.0002548,-0.000184183
2731,9891.5,-25900000,1460000,0.0002549,-0.000184083
2732,10211,-25900000,1460000,0.0002549,-0.000184083
2733,10530,-25900000,1460000,0.0002549,-0.000184083
2734,10849,-25900000,1460000,0.0002548,-0.000184183
2735,11168,-25900000,1460000,0.0002548,-0.000184183
2736,11487,-25900000,1460000,0.0002549,-0.000184083
2737,11806,-25900000,1460000,0.0002549,-0.000184083
2738,12125,-25900000,1460000,0.0002549,-0.000184083
2739,12444,-25900000,1460000,0.0002549,-0.000184083
2740,12763,-25900000,1460000,0.0002549,-0.000184083
2741,13082,-25900000,1460000,0.0002548,-0.000184183
2742,13401,-25900000,1460000,0.0002549,-0.000184083
2743,13720,-25900000,1460000,0.0002549,-0.000184083
2744,14040,-25900000,1460000,0.0002549,-0.000184083
2745,14359,-25900000,1460000,0.0002549,-0.000184083
2746,14678,-25900000,1460000,0.0002549,-0.000184083
2747,14997,-25900000,1460000,0.0002549,-0.000184083
2748,15316,-25900000,1460000,0.0002549,-0.000184083
2749,15635,-25900000,1460000,0.0002549,-0.000184083
2750,15954,-25900000,1460000,0.0002549,-0.000184083
2751,16273,-25900000,1460000,0.0002549,-0.000184083
2752,16592,-25900000,1460000,0.0002549,-0.000184083
2753,16911,-25900000,1460000,0.0002549,-0.000184083
2754,17230,-25900000,1460000,0.0002549,-0.000184083
2755,17549,-25900000,1460000,0.0002549,-0.000184083
2756,17868,-25900000,1460000,0.0002549,-0.000184083
2757,18188,-25900000,1460000,0.0002549,-0.000184083
2758,18507,-25900000,1460000,0.0002549,-0.000184083
2759,18826,-25900000,1460000,0.0002549,-0.000184083
2760,19145,-25900000,1460000,0.0002549,-0.000184083
2761,19464,-25900000,1460000,0.0002549,-0.000184083
2762,19783,-25900000,1460000,0.0002549,-0.000184083
2763,20102,-25900000,1460000,0.0002549,-0.000184083
2764,20421,-25900000,1460000,0.0002549,-0.000184083
2765,20740,-25900000,1460000,0.0002549,-0.000184083
2766,21059,-25900000,1460000,0.0002549,-0.000184083
2767,21378,-25900000,1460000,0.0002549,-0.000184083
2768,21697,-25900000,1460000,0.0002549,-0.000184083
2769,22017,-25900000,1460000,0.000255,-0.000183983
2770,22336,-25900000,1460000,0.000255,-0.000183983
2771,22655,-25900000,1460000,0.000255,-0.000183983
2772,22974,-25900000,1460000,0.000255,-0.000183983
2773,23293,-25900000,1460000,0.000255,-0.000183983
2774,23612,-25900000,1460000,0.000255,-0.000183983
2775,23931,-25900000,1460000,0.000255,-0.000183983
2776,24250,-25900000,1460000,0.000255,-0.000183983
2777,24569,-25900000,1460000,0.000255,-0.000183983
2778,24888,-25900000,1460000,0.000255,-0.000183983
2779,25207,-25900000,1460000,0.000255,-0.000183983
2780,25526,-25900000,1460000,0.000255,-0.000183983
2781,25845,-25900000,1460000,0.000255,-0.000183983
2782,26165,-25900000,1460000,0.000255,-0.000183983
2783,26484,-25900000,1460000,0.000255,-0.000183983
2784,26803,-25900000,1460000,0.000255,-0.000183983
2785,27122,-25900000,1460000,0.000255,-0.000183983
2786,27441,-25900000,1460000,0.000255,-0.000183983
2787,27760,-25900000,1460000,0.000255,-0.000183983
2788,28079,-25900000,1460000,0.000255,-0.000183983
2789,28398,-25900000,1460000,0.000255,-0.000183983
2790,28717,-25900000,1460000,0.000255,-0.000183983
2791,29036,-25900000,1460000,0.0002549,-0.000184083
2792,29355,-25900000,1460000,0.0002549,-0.000184083
2793,29674,-25900000,1460000,0.0002549,-0.000184083
2794,29994,-25900000,1460000,0.0002549,-0.000184083
2795,30313,-25900000,1460000,0.0002549,-0.000184083
2796,30632,-25900000,1460000,0.0002549,-0.000184083
2797,30951,-25900000,1460000,0.0002549,-0.000184083
2798,31270,-25900000,1460000,0.0002549,-0.000184083
2799,31589,-25900000,1460000,0.0002549,-0.000184083
2800,0,-26900000,1601.9,1.00E-07,-0.000455832
2801,319.08,-26900000,11650,1.00E-07,-0.000455832
2802,638.16,-26900000,21407,1.00E-07,-0.000455832
2803,957.24,-26900000,31747,1.00E-07,-0.000455832
2804,1276.3,-26900000,41649,5.00E-07,-0.000455432
2805,1595.4,-26900000,52426,5.00E-07,-0.000455432
2806,1914.5,-26900000,63348,8.00E-07,-0.000455132
2807,2233.6,-26900000,76017,1.60E-06,-0.000454332
2808,2552.6,-26900000,92910,2.80E-06,-0.000453132
2809,2871.7,-26900000,118000,6.10E-06,-0.000449832
2810,3190.8,-26900000,163000,1.30E-05,-0.000442932
2811,3509.9,-26900000,249000,2.74E-05,-0.000428532
2812,3829,-26900000,404000,5.53E-05,-0.000400632
2813,4148,-26900000,644000,9.99E-05,-0.000356032
2814,4467.1,-26900000,924000,0.0001526,-0.000303332
2815,4786.2,-26900000,1160000,0.0001976,-0.000258332
2816,5105.3,-26900000,1310000,0.0002262,-0.000229732
2817,5424.4,-26900000,1390000,0.0002416,-0.000214332
2818,5743.4,-26900000,1430000,0.0002487,-0.000207232
2819,6062.5,-26900000,1440000,0.000252,-0.000203932
2820,6381.6,-26900000,1450000,0.0002536,-0.000202332
2821,6700.7,-26900000,1450000,0.0002543,-0.000201632
2822,7019.8,-26900000,1450000,0.0002545,-0.000201432
2823,7338.8,-26900000,1460000,0.0002547,-0.000201232
2824,7657.9,-26900000,1460000,0.0002548,-0.000201132
2825,7977,-26900000,1460000,0.0002549,-0.000201032
2826,8296.1,-26900000,1460000,0.0002548,-0.000201132
2827,8615.2,-26900000,1460000,0.0002548,-0.000201132
2828,8934.2,-26900000,1460000,0.0002549,-0.000201032
2829,9253.3,-26900000,1460000,0.0002549,-0.000201032
2830,9572.4,-26900000,1460000,0.0002548,-0.000201132
2831,9891.5,-26900000,1460000,0.0002548,-0.000201132
2832,10211,-26900000,1460000,0.0002549,-0.000201032
2833,10530,-26900000,1460000,0.0002549,-0.000201032
2834,10849,-26900000,1460000,0.0002549,-0.000201032
2835,11168,-26900000,1460000,0.0002548,-0.000201132
2836,11487,-26900000,1460000,0.0002548,-0.000201132
2837,11806,-26900000,1460000,0.0002549,-0.000201032
2838,12125,-26900000,1460000,0.0002549,-0.000201032
2839,12444,-26900000,1460000,0.0002549,-0.000201032
2840,12763,-26900000,1460000,0.0002549,-0.000201032
2841,13082,-26900000,1460000,0.0002549,-0.000201032
2842,13401,-26900000,1460000,0.0002548,-0.000201132
2843,13720,-26900000,1460000,0.0002549,-0.000201032
2844,14040,-26900000,1460000,0.0002549,-0.000201032
2845,14359,-26900000,1460000,0.0002549,-0.000201032
2846,14678,-26900000,1460000,0.0002549,-0.000201032
2847,14997,-26900000,1460000,0.0002549,-0.000201032
2848,15316,-26900000,1460000,0.0002549,-0.000201032
2849,15635,-26900000,1460000,0.0002549,-0.000201032
2850,15954,-26900000,1460000,0.0002549,-0.000201032
2851,16273,-26900000,1460000,0.0002549,-0.000201032
2852,16592,-26900000,1460000,0.0002549,-0.000201032
2853,16911,-26900000,1460000,0.0002549,-0.000201032
2854,17230,-26900000,1460000,0.0002549,-0.000201032
2855,17549,-26900000,1460000,0.0002549,-0.000201032
2856,17868,-26900000,1460000,0.0002549,-0.000201032
2857,18188,-26900000,1460000,0.0002549,-0.000201032
2858,18507,-26900000,1460000,0.0002549,-0.000201032
2859,18826,-26900000,1460000,0.0002549,-0.000201032
2860,19145,-26900000,1460000,0.0002549,-0.000201032
2861,19464,-26900000,1460000,0.0002549,-0.000201032
2862,19783,-26900000,1460000,0.0002549,-0.000201032
2863,20102,-26900000,1460000,0.0002549,-0.000201032
2864,20421,-26900000,1460000,0.0002549,-0.000201032
2865,20740,-26900000,1460000,0.0002549,-0.000201032
2866,21059,-26900000,1460000,0.0002549,-0.000201032
2867,21378,-26900000,1460000,0.0002549,-0.000201032
2868,21697,-26900000,1460000,0.0002549,-0.000201032
2869,22017,-26900000,1460000,0.000255,-0.000200932
2870,22336,-26900000,1460000,0.000255,-0.000200932
2871,22655,-26900000,1460000,0.000255,-0.000200932
2872,22974,-26900000,1460000,0.000255,-0.000200932
2873,23293,-26900000,1460000,0.000255,-0.000200932
2874,23612,-26900000,1460000,0.000255,-0.000200932
2875,23931,-26900000,1460000,0.000255,-0.000200932
2876,24250,-26900000,1460000,0.000255,-0.000200932
2877,24569,-26900000,1460000,0.000255,-0.000200932
2878,24888,-26900000,1460000,0.000255,-0.000200932
2879,25207,-26900000,1460000,0.000255,-0.000200932
2880,25526,-26900000,1460000,0.000255,-0.000200932
2881,25845,-26900000,1460000,0.000255,-0.000200932
2882,26165,-26900000,1460000,0.000255,-0.000200932
2883,26484,-26900000,1460000,0.000255,-0.000200932
2884,26803,-26900000,1460000,0.000255,-0.000200932
2885,27122,-26900000,1460000,0.000255,-0.000200932
2886,27441,-26900000,1460000,0.000255,-0.000200932
2887,27760,-26900000,1460000,0.000255,-0.000200932
2888,28079,-26900000,1460000,0.000255,-0.000200932
2889,28398,-26900000,1460000,0.000255,-0.000200932
2890,28717,-26900000,1460000,0.000255,-0.000200932
2891,29036,-26900000,1460000,0.000255,-0.000200932
2892,29355,-26900000,1460000,0.000255,-0.000200932
2893,29674,-26900000,1460000,0.0002549,-0.000201032
2894,29994,-26900000,1460000,0.0002549,-0.000201032
2895,30313,-26900000,1460000,0.0002549,-0.000201032
2896,30632,-26900000,1460000,0.0002549,-0.000201032
2897,30951,-26900000,1460000,0.0002549,-0.000201032
2898,31270,-26900000,1460000,0.0002549,-0.000201032
2899,31589,-26900000,1460000,0.0002549,-0.000201032
2900,0,-27800000,1601.9,1.00E-07,-0.000471086
2901,319.08,-27800000,11650,1.00E-07,-0.000471086
2902,638.16,-27800000,21407,1.00E-07,-0.000471086
2903,957.24,-27800000,31310,1.00E-07,-0.000471086
2904,1276.3,-27800000,41649,4.00E-07,-0.000470786
2905,1595.4,-27800000,51698,5.00E-07,-0.000470686
2906,1914.5,-27800000,62183,6.00E-07,-0.000470586
2907,2233.6,-27800000,74415,1.30E-06,-0.000469886
2908,2552.6,-27800000,88541,2.10E-06,-0.000469086
2909,2871.7,-27800000,109000,4.50E-06,-0.000466686
2910,3190.8,-27800000,144000,9.40E-06,-0.000461786
2911,3509.9,-27800000,207000,1.96E-05,-0.000451586
2912,3829,-27800000,327000,4.09E-05,-0.000430286
2913,4148,-27800000,528000,7.80E-05,-0.000393186
2914,4467.1,-27800000,797000,0.0001286,-0.000342586
2915,4786.2,-27800000,1060000,0.0001788,-0.000292386
2916,5105.3,-27800000,1250000,0.0002152,-0.000255986
2917,5424.4,-27800000,1360000,0.0002357,-0.000235486
2918,5743.4,-27800000,1410000,0.0002459,-0.000225286
2919,6062.5,-27800000,1440000,0.0002507,-0.000220486
2920,6381.6,-27800000,1450000,0.000253,-0.000218186
2921,6700.7,-27800000,1450000,0.000254,-0.000217186
2922,7019.8,-27800000,1450000,0.0002545,-0.000216686
2923,7338.8,-27800000,1450000,0.0002546,-0.000216586
2924,7657.9,-27800000,1460000,0.0002548,-0.000216386
2925,7977,-27800000,1460000,0.0002548,-0.000216386
2926,8296.1,-27800000,1460000,0.0002548,-0.000216386
2927,8615.2,-27800000,1460000,0.0002548,-0.000216386
2928,8934.2,-27800000,1460000,0.0002548,-0.000216386
2929,9253.3,-27800000,1460000,0.0002549,-0.000216286
2930,9572.4,-27800000,1460000,0.0002549,-0.000216286
2931,9891.5,-27800000,1460000,0.0002548,-0.000216386
2932,10211,-27800000,1460000,0.0002548,-0.000216386
2933,10530,-27800000,1460000,0.0002549,-0.000216286
2934,10849,-27800000,1460000,0.0002549,-0.000216286
2935,11168,-27800000,1460000,0.0002549,-0.000216286
2936,11487,-27800000,1460000,0.0002548,-0.000216386
2937,11806,-27800000,1460000,0.0002548,-0.000216386
2938,12125,-27800000,1460000,0.0002549,-0.000216286
2939,12444,-27800000,1460000,0.0002549,-0.000216286
2940,12763,-27800000,1460000,0.0002549,-0.000216286
2941,13082,-27800000,1460000,0.0002549,-0.000216286
2942,13401,-27800000,1460000,0.0002548,-0.000216386
2943,13720,-27800000,1460000,0.0002548,-0.000216386
2944,14040,-27800000,1460000,0.0002549,-0.000216286
2945,14359,-27800000,1460000,0.0002549,-0.000216286
2946,14678,-27800000,1460000,0.0002549,-0.000216286
2947,14997,-27800000,1460000,0.0002549,-0.000216286
2948,15316,-27800000,1460000,0.0002549,-0.000216286
2949,15635,-27800000,1460000,0.0002549,-0.000216286
2950,15954,-27800000,1460000,0.0002549,-0.000216286
2951,16273,-27800000,1460000,0.0002549,-0.000216286
2952,16592,-27800000,1460000,0.0002549,-0.000216286
2953,16911,-27800000,1460000,0.0002549,-0.000216286
2954,17230,-27800000,1460000,0.0002549,-0.000216286
2955,17549,-27800000,1460000,0.0002549,-0.000216286
2956,17868,-27800000,1460000,0.0002549,-0.000216286
2957,18188,-27800000,1460000,0.0002549,-0.000216286
2958,18507,-27800000,1460000,0.0002549,-0.000216286
2959,18826,-27800000,1460000,0.0002549,-0.000216286
2960,19145,-27800000,1460000,0.0002549,-0.000216286
2961,19464,-27800000,1460000,0.0002549,-0.000216286
2962,19783,-27800000,1460000,0.0002549,-0.000216286
2963,20102,-27800000,1460000,0.0002549,-0.000216286
2964,20421,-27800000,1460000,0.0002549,-0.000216286
2965,20740,-27800000,1460000,0.0002549,-0.000216286
2966,21059,-27800000,1460000,0.0002549,-0.000216286
2967,21378,-27800000,1460000,0.0002549,-0.000216286
2968,21697,-27800000,1460000,0.0002549,-0.000216286
2969,22017,-27800000,1460000,0.0002549,-0.000216286
2970,22336,-27800000,1460000,0.0002549,-0.000216286
2971,22655,-27800000,1460000,0.000255,-0.000216186
2972,22974,-27800000,1460000,0.000255,-0.000216186
2973,23293,-27800000,1460000,0.000255,-0.000216186
2974,23612,-27800000,1460000,0.000255,-0.000216186
2975,23931,-27800000,1460000,0.000255,-0.000216186
2976,24250,-27800000,1460000,0.000255,-0.000216186
